Tipo dato,Misura,Ordine scolastico,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2012","totale",1696,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2013","totale",1435,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2014","totale",1278,
"ripetenti - femmine","valori assoluti","secondaria I grado","Liguria","2009","totale",517,
"ripetenti - femmine","valori assoluti","secondaria I grado","Liguria","2010","totale",637,
"ripetenti - femmine","valori assoluti","secondaria I grado","Liguria","2011","totale",636,
"ripetenti - femmine","valori assoluti","secondaria I grado","Liguria","2012","totale",596,
"ripetenti - femmine","valori assoluti","secondaria I grado","Liguria","2013","totale",460,
"ripetenti - femmine","valori assoluti","secondaria I grado","Liguria","2014","totale",475,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2009","totale",4299,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2010","totale",4523,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2011","totale",4732,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2012","totale",4903,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2013","totale",5021,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Liguria","2014","totale",4915,
"stranieri - femmine","valori assoluti","secondaria I grado","Liguria","2009","totale",1960,
"stranieri - femmine","valori assoluti","secondaria I grado","Liguria","2010","totale",2025,
"stranieri - femmine","valori assoluti","secondaria I grado","Liguria","2011","totale",2106,
"stranieri - femmine","valori assoluti","secondaria I grado","Liguria","2012","totale",2228,
"stranieri - femmine","valori assoluti","secondaria I grado","Liguria","2013","totale",2336,
"stranieri - femmine","valori assoluti","secondaria I grado","Liguria","2014","totale",2338,
"numero di scuole","valori assoluti","secondaria I grado","Lombardia","2009","totale",1228,
"numero di scuole","valori assoluti","secondaria I grado","Lombardia","2010","totale",1229,
"numero di scuole","valori assoluti","secondaria I grado","Lombardia","2011","totale",1245,
"numero di scuole","valori assoluti","secondaria I grado","Lombardia","2012","totale",1246,
"numero di scuole","valori assoluti","secondaria I grado","Lombardia","2013","totale",1268,
"numero di scuole","valori assoluti","secondaria I grado","Lombardia","2014","totale",1294,
"numero di classi","valori assoluti","secondaria I grado","Lombardia","2009","totale",12201,
"numero di classi","valori assoluti","secondaria I grado","Lombardia","2010","totale",12392,
"numero di classi","valori assoluti","secondaria I grado","Lombardia","2011","totale",12574,
"numero di classi","valori assoluti","secondaria I grado","Lombardia","2012","totale",12683,
"numero di classi","valori assoluti","secondaria I grado","Lombardia","2013","totale",12723,
"numero di classi","valori assoluti","secondaria I grado","Lombardia","2014","totale",12743,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2009","totale",266167,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2010","totale",273474,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2011","totale",278447,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2012","totale",282091,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2013","totale",283716,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2014","totale",283007,
"iscritti - femmine","valori assoluti","secondaria I grado","Lombardia","2009","totale",127363,
"iscritti - femmine","valori assoluti","secondaria I grado","Lombardia","2010","totale",130288,
"iscritti - femmine","valori assoluti","secondaria I grado","Lombardia","2011","totale",132797,
"iscritti - femmine","valori assoluti","secondaria I grado","Lombardia","2012","totale",134579,
"iscritti - femmine","valori assoluti","secondaria I grado","Lombardia","2013","totale",135803,
"iscritti - femmine","valori assoluti","secondaria I grado","Lombardia","2014","totale",135556,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2009","totale",8207,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2010","totale",11041,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2011","totale",10583,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2012","totale",10433,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2013","totale",9035,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2014","totale",8668,
"ripetenti - femmine","valori assoluti","secondaria I grado","Lombardia","2009","totale",2514,
"ripetenti - femmine","valori assoluti","secondaria I grado","Lombardia","2010","totale",3478,
"ripetenti - femmine","valori assoluti","secondaria I grado","Lombardia","2011","totale",3524,
"ripetenti - femmine","valori assoluti","secondaria I grado","Lombardia","2012","totale",3380,
"ripetenti - femmine","valori assoluti","secondaria I grado","Lombardia","2013","totale",2831,
"ripetenti - femmine","valori assoluti","secondaria I grado","Lombardia","2014","totale",2896,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2009","totale",32945,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2010","totale",35866,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2011","totale",38238,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2012","totale",40803,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2013","totale",41846,
"stranieri - maschi e femmine","valori assoluti","secondaria I grado","Lombardia","2014","totale",41842,
"stranieri - femmine","valori assoluti","secondaria I grado","Lombardia","2009","totale",15102,
"stranieri - femmine","valori assoluti","secondaria I grado","Lombardia","2010","totale",16203,
"stranieri - femmine","valori assoluti","secondaria I grado","Lombardia","2011","totale",17334,
"stranieri - femmine","valori assoluti","secondaria I grado","Lombardia","2012","totale",18523,
"stranieri - femmine","valori assoluti","secondaria I grado","Lombardia","2013","totale",19336,
"stranieri - femmine","valori assoluti","secondaria I grado","Lombardia","2014","totale",19360,
"numero di scuole","valori assoluti","secondaria I grado","Nord-est","2009","totale",1418,
"numero di scuole","valori assoluti","secondaria I grado","Nord-est","2010","totale",1427,
"numero di scuole","valori assoluti","secondaria I grado","Nord-est","2011","totale",1427,
"numero di scuole","valori assoluti","secondaria I grado","Nord-est","2012","totale",1434,
"numero di scuole","valori assoluti","secondaria I grado","Nord-est","2013","totale",1453,
"numero di scuole","valori assoluti","secondaria I grado","Nord-est","2014","totale",1371,
"numero di classi","valori assoluti","secondaria I grado","Nord-est","2009","totale",14339,
"numero di classi","valori assoluti","secondaria I grado","Nord-est","2010","totale",14648,
"numero di classi","valori assoluti","secondaria I grado","Nord-est","2011","totale",14788,
"numero di classi","valori assoluti","secondaria I grado","Nord-est","2012","totale",14907,
"numero di classi","valori assoluti","secondaria I grado","Nord-est","2013","totale",14984,
"numero di classi","valori assoluti","secondaria I grado","Nord-est","2014","totale",14134,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2009","totale",310022,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2010","totale",318600,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2011","totale",323418,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2012","totale",328196,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2013","totale",328240,
"iscritti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2014","totale",309894,
"iscritti - femmine","valori assoluti","secondaria I grado","Nord-est","2009","totale",147768,
"iscritti - femmine","valori assoluti","secondaria I grado","Nord-est","2010","totale",152295,
"iscritti - femmine","valori assoluti","secondaria I grado","Nord-est","2011","totale",154987,
"iscritti - femmine","valori assoluti","secondaria I grado","Nord-est","2012","totale",157355,
"iscritti - femmine","valori assoluti","secondaria I grado","Nord-est","2013","totale",157438,
"iscritti - femmine","valori assoluti","secondaria I grado","Nord-est","2014","totale",148256,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2009","totale",9079,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2010","totale",11826,
"ripetenti - maschi e femmine","valori assoluti","secondaria I grado","Nord-est","2011","totale",11832,
