Tipo dato,Misura,Ordine scolastico,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2013","totale",36900,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2014","totale",36272,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2010","statale",20459,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2011","statale",20828,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2012","statale",21022,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2013","statale",21064,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2014","statale",20853,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2010","non statale pubblica",5911,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2011","non statale pubblica",5735,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2012","non statale pubblica",5677,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2013","non statale pubblica",5550,
"iscritti - maschi e femmine","valori assoluti","infanzia","Liguria","2014","non statale pubblica",5514,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2010","pubblica",153093,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2011","pubblica",154075,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2012","pubblica",155642,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2013","pubblica",155861,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2014","pubblica",156319,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2010","privata",120895,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2011","privata",122139,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2012","privata",123406,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2013","privata",122469,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2014","privata",120064,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2010","totale",273988,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2011","totale",276214,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2012","totale",279048,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2013","totale",278330,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2014","totale",276383,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2010","statale",116832,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2011","statale",118251,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2012","statale",119352,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2013","statale",119453,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2014","statale",120216,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2010","non statale pubblica",36261,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2011","non statale pubblica",35824,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2012","non statale pubblica",36290,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2013","non statale pubblica",36408,
"iscritti - maschi e femmine","valori assoluti","infanzia","Lombardia","2014","non statale pubblica",36103,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2010","pubblica",167787,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2011","pubblica",169415,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2012","pubblica",171365,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2013","pubblica",171140,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2014","pubblica",155781,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2010","privata",147382,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2011","privata",148204,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2012","privata",148726,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2013","privata",148020,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2014","privata",144571,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2010","totale",315169,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2011","totale",317619,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2012","totale",320091,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2013","totale",319160,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2014","totale",300352,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2010","statale",114932,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2011","statale",116815,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2012","statale",118475,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2013","statale",119370,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2014","statale",120712,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2010","non statale pubblica",52855,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2011","non statale pubblica",52600,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2012","non statale pubblica",52890,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2013","non statale pubblica",51770,
"iscritti - maschi e femmine","valori assoluti","infanzia","Nord-est","2014","non statale pubblica",35069,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","pubblica",22020,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","pubblica",22108,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","pubblica",22351,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","pubblica",22288,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","pubblica",6250,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","privata",10452,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","privata",10371,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","privata",10368,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","privata",10363,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","privata",10307,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","totale",32472,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","totale",32479,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","totale",32719,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","totale",32651,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","totale",16557,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2010","non statale pubblica",22020,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2011","non statale pubblica",22108,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2012","non statale pubblica",22351,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2013","non statale pubblica",22288,
"iscritti - maschi e femmine","valori assoluti","infanzia","Trentino Alto Adige / Südtirol","2014","non statale pubblica",6250,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","pubblica",16089,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","pubblica",16268,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","pubblica",16126,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","privata",181,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","privata",139,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","privata",135,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","totale",16270,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","totale",16407,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","totale",16261,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2011","non statale pubblica",16089,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2012","non statale pubblica",16268,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Bolzano / Bozen","2013","non statale pubblica",16126,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","pubblica",6019,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","pubblica",6083,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","pubblica",6162,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","pubblica",6250,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","privata",10190,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","privata",10229,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","privata",10228,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","privata",10307,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","totale",16209,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","totale",16312,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","totale",16390,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","totale",16557,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2011","non statale pubblica",6019,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2012","non statale pubblica",6083,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2013","non statale pubblica",6162,
"iscritti - maschi e femmine","valori assoluti","infanzia","Provincia Autonoma Trento","2014","non statale pubblica",6250,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2010","pubblica",51314,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2011","pubblica",51890,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2012","pubblica",52986,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2013","pubblica",53728,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2014","pubblica",53924,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2010","privata",87633,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2011","privata",87489,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2012","privata",87205,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2013","privata",85459,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2014","privata",83147,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2010","totale",138947,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2011","totale",139379,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2012","totale",140191,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2013","totale",139187,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2014","totale",137071,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2010","statale",44796,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2011","statale",45516,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2012","statale",46399,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2013","statale",47020,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2014","statale",47329,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2010","non statale pubblica",6518,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2011","non statale pubblica",6374,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2012","non statale pubblica",6587,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2013","non statale pubblica",6708,
"iscritti - maschi e femmine","valori assoluti","infanzia","Veneto","2014","non statale pubblica",6595,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","pubblica",20444,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","pubblica",20569,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","pubblica",20725,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","pubblica",20692,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","pubblica",20705,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","privata",10783,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","privata",10921,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","privata",10766,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","privata",10694,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","privata",10355,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","totale",31227,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","totale",31490,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","totale",31491,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","totale",31386,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","totale",31060,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","statale",17727,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","statale",17833,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","statale",17983,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","statale",17992,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","statale",18010,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2010","non statale pubblica",2717,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2011","non statale pubblica",2736,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2012","non statale pubblica",2742,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2013","non statale pubblica",2700,
"iscritti - maschi e femmine","valori assoluti","infanzia","Friuli-Venezia Giulia","2014","non statale pubblica",2695,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2010","pubblica",74009,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2011","pubblica",74848,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2012","pubblica",75303,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2013","pubblica",74432,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2014","pubblica",74902,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2010","privata",38514,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2011","privata",39423,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2012","privata",40387,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2013","privata",41504,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2014","privata",40762,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2010","totale",112523,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2011","totale",114271,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2012","totale",115690,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2013","totale",115936,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2014","totale",115664,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2010","statale",52409,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2011","statale",53466,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2012","statale",54093,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2013","statale",54358,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2014","statale",55373,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2010","non statale pubblica",21600,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2011","non statale pubblica",21382,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2012","non statale pubblica",21210,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2013","non statale pubblica",20074,
"iscritti - maschi e femmine","valori assoluti","infanzia","Emilia-Romagna","2014","non statale pubblica",19529,
"iscritti - maschi e femmine","valori assoluti","infanzia","Centro","2010","pubblica",254874,
"iscritti - maschi e femmine","valori assoluti","infanzia","Centro","2011","pubblica",255929,
