"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2011","Italy","Age reached during the year","59 years","Number","Females","1,313",""
"2011","Italy","Age reached during the year","60 years","Number","Total","1,723",""
"2011","Italy","Age reached during the year","60 years","Number","Males","554",""
"2011","Italy","Age reached during the year","60 years","Number","Females","1,169",""
"2011","Italy","Age reached during the year","61 years","Number","Total","1,746",""
"2011","Italy","Age reached during the year","61 years","Number","Males","580",""
"2011","Italy","Age reached during the year","61 years","Number","Females","1,166",""
"2011","Italy","Age reached during the year","62 years","Number","Total","1,627",""
"2011","Italy","Age reached during the year","62 years","Number","Males","557",""
"2011","Italy","Age reached during the year","62 years","Number","Females","1,070",""
"2011","Italy","Age reached during the year","63 years","Number","Total","1,465",""
"2011","Italy","Age reached during the year","63 years","Number","Males","553",""
"2011","Italy","Age reached during the year","63 years","Number","Females","912",""
"2011","Italy","Age reached during the year","64 years","Number","Total","1,279",""
"2011","Italy","Age reached during the year","64 years","Number","Males","486",""
"2011","Italy","Age reached during the year","64 years","Number","Females","793",""
"2011","Italy","Age reached during the year","65 years","Number","Total","1,331",""
"2011","Italy","Age reached during the year","65 years","Number","Males","558",""
"2011","Italy","Age reached during the year","65 years","Number","Females","773",""
"2011","Italy","Age reached during the year","66 years","Number","Total","1,048",""
"2011","Italy","Age reached during the year","66 years","Number","Males","468",""
"2011","Italy","Age reached during the year","66 years","Number","Females","580",""
"2011","Italy","Age reached during the year","67 years","Number","Total","907",""
"2011","Italy","Age reached during the year","67 years","Number","Males","409",""
"2011","Italy","Age reached during the year","67 years","Number","Females","498",""
"2011","Italy","Age reached during the year","68 years","Number","Total","741",""
"2011","Italy","Age reached during the year","68 years","Number","Males","324",""
"2011","Italy","Age reached during the year","68 years","Number","Females","417",""
"2011","Italy","Age reached during the year","69 years","Number","Total","742",""
"2011","Italy","Age reached during the year","69 years","Number","Males","321",""
"2011","Italy","Age reached during the year","69 years","Number","Females","421",""
"2011","Italy","Age reached during the year","70 years","Number","Total","665",""
"2011","Italy","Age reached during the year","70 years","Number","Males","312",""
"2011","Italy","Age reached during the year","70 years","Number","Females","353",""
"2011","Italy","Age reached during the year","71 years","Number","Total","681",""
"2011","Italy","Age reached during the year","71 years","Number","Males","296",""
"2011","Italy","Age reached during the year","71 years","Number","Females","385",""
"2011","Italy","Age reached during the year","72 years","Number","Total","594",""
"2011","Italy","Age reached during the year","72 years","Number","Males","271",""
"2011","Italy","Age reached during the year","72 years","Number","Females","323",""
"2011","Italy","Age reached during the year","73 years","Number","Total","467",""
"2011","Italy","Age reached during the year","73 years","Number","Males","196",""
"2011","Italy","Age reached during the year","73 years","Number","Females","271",""
"2011","Italy","Age reached during the year","74 years","Number","Total","441",""
"2011","Italy","Age reached during the year","74 years","Number","Males","189",""
"2011","Italy","Age reached during the year","74 years","Number","Females","252",""
"2011","Italy","Age reached during the year","75 years","Number","Total","462",""
"2011","Italy","Age reached during the year","75 years","Number","Males","194",""
"2011","Italy","Age reached during the year","75 years","Number","Females","268",""
"2011","Italy","Age reached during the year","76 years","Number","Total","343",""
"2011","Italy","Age reached during the year","76 years","Number","Males","171",""
"2011","Italy","Age reached during the year","76 years","Number","Females","172",""
"2011","Italy","Age reached during the year","77 years","Number","Total","279",""
"2011","Italy","Age reached during the year","77 years","Number","Males","138",""
"2011","Italy","Age reached during the year","77 years","Number","Females","141",""
"2011","Italy","Age reached during the year","78 years","Number","Total","292",""
"2011","Italy","Age reached during the year","78 years","Number","Males","138",""
"2011","Italy","Age reached during the year","78 years","Number","Females","154",""
"2011","Italy","Age reached during the year","79 years","Number","Total","258",""
"2011","Italy","Age reached during the year","79 years","Number","Males","121",""
"2011","Italy","Age reached during the year","79 years","Number","Females","137",""
"2011","Italy","Age reached during the year","80 years","Number","Total","192",""
"2011","Italy","Age reached during the year","80 years","Number","Males","90",""
"2011","Italy","Age reached during the year","80 years","Number","Females","102",""
"2011","Italy","Age reached during the year","81 years","Number","Total","217",""
"2011","Italy","Age reached during the year","81 years","Number","Males","105",""
"2011","Italy","Age reached during the year","81 years","Number","Females","112",""
"2011","Italy","Age reached during the year","82 years","Number","Total","153",""
"2011","Italy","Age reached during the year","82 years","Number","Males","64",""
"2011","Italy","Age reached during the year","82 years","Number","Females","89",""
"2011","Italy","Age reached during the year","83 years","Number","Total","138",""
"2011","Italy","Age reached during the year","83 years","Number","Males","56",""
"2011","Italy","Age reached during the year","83 years","Number","Females","82",""
"2011","Italy","Age reached during the year","84 years","Number","Total","113",""
"2011","Italy","Age reached during the year","84 years","Number","Males","50",""
"2011","Italy","Age reached during the year","84 years","Number","Females","63",""
"2011","Italy","Age reached during the year","85 years","Number","Total","102",""
"2011","Italy","Age reached during the year","85 years","Number","Males","37",""
"2011","Italy","Age reached during the year","85 years","Number","Females","65",""
"2011","Italy","Age reached during the year","86 years","Number","Total","102",""
"2011","Italy","Age reached during the year","86 years","Number","Males","47",""
"2011","Italy","Age reached during the year","86 years","Number","Females","55",""
"2011","Italy","Age reached during the year","87 years","Number","Total","71",""
"2011","Italy","Age reached during the year","87 years","Number","Males","23",""
"2011","Italy","Age reached during the year","87 years","Number","Females","48",""
"2011","Italy","Age reached during the year","88 years","Number","Total","70",""
"2011","Italy","Age reached during the year","88 years","Number","Males","34",""
"2011","Italy","Age reached during the year","88 years","Number","Females","36",""
"2011","Italy","Age reached during the year","89 years","Number","Total","48",""
"2011","Italy","Age reached during the year","89 years","Number","Males","16",""
"2011","Italy","Age reached during the year","89 years","Number","Females","32",""
"2011","Italy","Age reached during the year","90 years","Number","Total","39",""
"2011","Italy","Age reached during the year","90 years","Number","Males","19",""
"2011","Italy","Age reached during the year","90 years","Number","Females","20",""
"2011","Italy","Age reached during the year","91 years","Number","Total","26",""
"2011","Italy","Age reached during the year","91 years","Number","Males","10",""
"2011","Italy","Age reached during the year","91 years","Number","Females","16",""
"2011","Italy","Age reached during the year","92 years","Number","Total","15",""
"2011","Italy","Age reached during the year","92 years","Number","Males","7",""
"2011","Italy","Age reached during the year","92 years","Number","Females","8",""
"2011","Italy","Age reached during the year","93 years","Number","Total","12",""
"2011","Italy","Age reached during the year","93 years","Number","Males","4",""
"2011","Italy","Age reached during the year","93 years","Number","Females","8",""
"2011","Italy","Age reached during the year","94 years","Number","Total","7",""
"2011","Italy","Age reached during the year","94 years","Number","Males","3",""
"2011","Italy","Age reached during the year","94 years","Number","Females","4",""
"2011","Italy","Age reached during the year","95 years","Number","Total","8",""
"2011","Italy","Age reached during the year","95 years","Number","Males","5",""
"2011","Italy","Age reached during the year","95 years","Number","Females","3",""
"2011","Italy","Age reached during the year","96 years","Number","Total","7",""
"2011","Italy","Age reached during the year","96 years","Number","Males","4",""
"2011","Italy","Age reached during the year","96 years","Number","Females","3",""
"2011","Italy","Age reached during the year","97 years","Number","Total","2",""
"2011","Italy","Age reached during the year","97 years","Number","Males","1",""
"2011","Italy","Age reached during the year","97 years","Number","Females","1",""
"2011","Italy","Age reached during the year","98 years","Number","Total","2",""
"2011","Italy","Age reached during the year","98 years","Number","Males","1",""
"2011","Italy","Age reached during the year","98 years","Number","Females","1",""
"2011","Italy","Age reached during the year","99 years","Number","Total","3",""
"2011","Italy","Age reached during the year","99 years","Number","Males","1",""
"2011","Italy","Age reached during the year","99 years","Number","Females","2",""
"2011","Italy","Age reached during the year","100 years or over","Number","Total","3",""
"2011","Italy","Age reached during the year","100 years or over","Number","Males","2",""
"2011","Italy","Age reached during the year","100 years or over","Number","Females","1",""
"2011","Italy","Age reached during the year","Unknown","Number","Total","0",""
"2011","Italy","Age reached during the year","Unknown","Number","Males","0",""
"2011","Italy","Age reached during the year","Unknown","Number","Females","0",""
"2012","Italy","Age reached during the year","Total","Number","Total","350,772",""
"2012","Italy","Age reached during the year","Total","Number","Males","171,596",""
"2012","Italy","Age reached during the year","Total","Number","Females","179,176",""
"2012","Italy","Age reached during the year","Less than 1 year","Number","Total","1,062",""
"2012","Italy","Age reached during the year","Less than 1 year","Number","Males","524",""
"2012","Italy","Age reached during the year","Less than 1 year","Number","Females","538",""
"2012","Italy","Age reached during the year","1 year","Number","Total","2,958",""
"2012","Italy","Age reached during the year","1 year","Number","Males","1,511",""
"2012","Italy","Age reached during the year","1 year","Number","Females","1,447",""
"2012","Italy","Age reached during the year","2 years","Number","Total","3,772",""
"2012","Italy","Age reached during the year","2 years","Number","Males","1,990",""
"2012","Italy","Age reached during the year","2 years","Number","Females","1,782",""
"2012","Italy","Age reached during the year","3 years","Number","Total","3,795",""
"2012","Italy","Age reached during the year","3 years","Number","Males","1,984",""
"2012","Italy","Age reached during the year","3 years","Number","Females","1,811",""
"2012","Italy","Age reached during the year","4 years","Number","Total","3,706",""
"2012","Italy","Age reached during the year","4 years","Number","Males","1,910",""
"2012","Italy","Age reached during the year","4 years","Number","Females","1,796",""
"2012","Italy","Age reached during the year","5 years","Number","Total","3,559",""
"2012","Italy","Age reached during the year","5 years","Number","Males","1,857",""
"2012","Italy","Age reached during the year","5 years","Number","Females","1,702",""
"2012","Italy","Age reached during the year","6 years","Number","Total","3,491",""
"2012","Italy","Age reached during the year","6 years","Number","Males","1,846",""
"2012","Italy","Age reached during the year","6 years","Number","Females","1,645",""
"2012","Italy","Age reached during the year","7 years","Number","Total","3,061",""
"2012","Italy","Age reached during the year","7 years","Number","Males","1,611",""
"2012","Italy","Age reached during the year","7 years","Number","Females","1,450",""
"2012","Italy","Age reached during the year","8 years","Number","Total","3,131",""
"2012","Italy","Age reached during the year","8 years","Number","Males","1,661",""
"2012","Italy","Age reached during the year","8 years","Number","Females","1,470",""
"2012","Italy","Age reached during the year","9 years","Number","Total","3,079",""
"2012","Italy","Age reached during the year","9 years","Number","Males","1,605",""
"2012","Italy","Age reached during the year","9 years","Number","Females","1,474",""
"2012","Italy","Age reached during the year","10 years","Number","Total","3,128",""
"2012","Italy","Age reached during the year","10 years","Number","Males","1,628",""
"2012","Italy","Age reached during the year","10 years","Number","Females","1,500",""
"2012","Italy","Age reached during the year","11 years","Number","Total","3,070",""
"2012","Italy","Age reached during the year","11 years","Number","Males","1,603",""
"2012","Italy","Age reached during the year","11 years","Number","Females","1,467",""
"2012","Italy","Age reached during the year","12 years","Number","Total","3,141",""
"2012","Italy","Age reached during the year","12 years","Number","Males","1,614",""
"2012","Italy","Age reached during the year","12 years","Number","Females","1,527",""
"2012","Italy","Age reached during the year","13 years","Number","Total","3,081",""
"2012","Italy","Age reached during the year","13 years","Number","Males","1,591",""
"2012","Italy","Age reached during the year","13 years","Number","Females","1,490",""
"2012","Italy","Age reached during the year","14 years","Number","Total","3,015",""
"2012","Italy","Age reached during the year","14 years","Number","Males","1,612",""
"2012","Italy","Age reached during the year","14 years","Number","Females","1,403",""
"2012","Italy","Age reached during the year","15 years","Number","Total","3,235",""
"2012","Italy","Age reached during the year","15 years","Number","Males","1,753",""
"2012","Italy","Age reached during the year","15 years","Number","Females","1,482",""
"2012","Italy","Age reached during the year","16 years","Number","Total","3,317",""
"2012","Italy","Age reached during the year","16 years","Number","Males","1,878",""
"2012","Italy","Age reached during the year","16 years","Number","Females","1,439",""
"2012","Italy","Age reached during the year","17 years","Number","Total","3,904",""
"2012","Italy","Age reached during the year","17 years","Number","Males","2,316",""
"2012","Italy","Age reached during the year","17 years","Number","Females","1,588",""
"2012","Italy","Age reached during the year","18 years","Number","Total","5,615",""
"2012","Italy","Age reached during the year","18 years","Number","Males","3,483",""
"2012","Italy","Age reached during the year","18 years","Number","Females","2,132",""
"2012","Italy","Age reached during the year","19 years","Number","Total","6,601",""
"2012","Italy","Age reached during the year","19 years","Number","Males","3,403",""
"2012","Italy","Age reached during the year","19 years","Number","Females","3,198",""
"2012","Italy","Age reached during the year","20 years","Number","Total","7,113",""
"2012","Italy","Age reached during the year","20 years","Number","Males","3,301",""
"2012","Italy","Age reached during the year","20 years","Number","Females","3,812",""
"2012","Italy","Age reached during the year","21 years","Number","Total","7,698",""
"2012","Italy","Age reached during the year","21 years","Number","Males","3,527",""
"2012","Italy","Age reached during the year","21 years","Number","Females","4,171",""
"2012","Italy","Age reached during the year","22 years","Number","Total","8,620",""
"2012","Italy","Age reached during the year","22 years","Number","Males","3,935",""
"2012","Italy","Age reached during the year","22 years","Number","Females","4,685",""
"2012","Italy","Age reached during the year","23 years","Number","Total","10,262",""
"2012","Italy","Age reached during the year","23 years","Number","Males","4,681",""
"2012","Italy","Age reached during the year","23 years","Number","Females","5,581",""
"2012","Italy","Age reached during the year","24 years","Number","Total","11,592",""
"2012","Italy","Age reached during the year","24 years","Number","Males","5,458",""
"2012","Italy","Age reached during the year","24 years","Number","Females","6,134",""
"2012","Italy","Age reached during the year","25 years","Number","Total","12,294",""
"2012","Italy","Age reached during the year","25 years","Number","Males","5,893",""
"2012","Italy","Age reached during the year","25 years","Number","Females","6,401",""
"2012","Italy","Age reached during the year","26 years","Number","Total","12,711",""
"2012","Italy","Age reached during the year","26 years","Number","Males","6,315",""
"2012","Italy","Age reached during the year","26 years","Number","Females","6,396",""
"2012","Italy","Age reached during the year","27 years","Number","Total","12,736",""
"2012","Italy","Age reached during the year","27 years","Number","Males","6,620",""
"2012","Italy","Age reached during the year","27 years","Number","Females","6,116",""
"2012","Italy","Age reached during the year","28 years","Number","Total","12,077",""
"2012","Italy","Age reached during the year","28 years","Number","Males","6,500",""
"2012","Italy","Age reached during the year","28 years","Number","Females","5,577",""
"2012","Italy","Age reached during the year","29 years","Number","Total","11,551",""
"2012","Italy","Age reached during the year","29 years","Number","Males","6,225",""
"2012","Italy","Age reached during the year","29 years","Number","Females","5,326",""
"2012","Italy","Age reached during the year","30 years","Number","Total","11,285",""
"2012","Italy","Age reached during the year","30 years","Number","Males","6,237",""
"2012","Italy","Age reached during the year","30 years","Number","Females","5,048",""
"2012","Italy","Age reached during the year","31 years","Number","Total","10,528",""
"2012","Italy","Age reached during the year","31 years","Number","Males","5,794",""
"2012","Italy","Age reached during the year","31 years","Number","Females","4,734",""
"2012","Italy","Age reached during the year","32 years","Number","Total","10,238",""
"2012","Italy","Age reached during the year","32 years","Number","Males","5,938",""
"2012","Italy","Age reached during the year","32 years","Number","Females","4,300",""
"2012","Italy","Age reached during the year","33 years","Number","Total","9,354",""
"2012","Italy","Age reached during the year","33 years","Number","Males","5,334",""
"2012","Italy","Age reached during the year","33 years","Number","Females","4,020",""
"2012","Italy","Age reached during the year","34 years","Number","Total","9,013",""
"2012","Italy","Age reached during the year","34 years","Number","Males","4,926",""
"2012","Italy","Age reached during the year","34 years","Number","Females","4,087",""
"2012","Italy","Age reached during the year","35 years","Number","Total","8,055",""
"2012","Italy","Age reached during the year","35 years","Number","Males","4,399",""
"2012","Italy","Age reached during the year","35 years","Number","Females","3,656",""
"2012","Italy","Age reached during the year","36 years","Number","Total","7,710",""
"2012","Italy","Age reached during the year","36 years","Number","Males","4,200",""
"2012","Italy","Age reached during the year","36 years","Number","Females","3,510",""
"2012","Italy","Age reached during the year","37 years","Number","Total","7,106",""
"2012","Italy","Age reached during the year","37 years","Number","Males","3,753",""
"2012","Italy","Age reached during the year","37 years","Number","Females","3,353",""
"2012","Italy","Age reached during the year","38 years","Number","Total","6,793",""
"2012","Italy","Age reached during the year","38 years","Number","Males","3,462",""
"2012","Italy","Age reached during the year","38 years","Number","Females","3,331",""
"2012","Italy","Age reached during the year","39 years","Number","Total","6,060",""
"2012","Italy","Age reached during the year","39 years","Number","Males","3,027",""
"2012","Italy","Age reached during the year","39 years","Number","Females","3,033",""
"2012","Italy","Age reached during the year","40 years","Number","Total","5,986",""
"2012","Italy","Age reached during the year","40 years","Number","Males","2,983",""
"2012","Italy","Age reached during the year","40 years","Number","Females","3,003",""
"2012","Italy","Age reached during the year","41 years","Number","Total","5,622",""
"2012","Italy","Age reached during the year","41 years","Number","Males","2,600",""
"2012","Italy","Age reached during the year","41 years","Number","Females","3,022",""
"2012","Italy","Age reached during the year","42 years","Number","Total","5,476",""
"2012","Italy","Age reached during the year","42 years","Number","Males","2,542",""
"2012","Italy","Age reached during the year","42 years","Number","Females","2,934",""
"2012","Italy","Age reached during the year","43 years","Number","Total","5,077",""
"2012","Italy","Age reached during the year","43 years","Number","Males","2,225",""
"2012","Italy","Age reached during the year","43 years","Number","Females","2,852",""
"2012","Italy","Age reached during the year","44 years","Number","Total","5,196",""
"2012","Italy","Age reached during the year","44 years","Number","Males","2,273",""
"2012","Italy","Age reached during the year","44 years","Number","Females","2,923",""
"2012","Italy","Age reached during the year","45 years","Number","Total","4,686",""
"2012","Italy","Age reached during the year","45 years","Number","Males","1,967",""
"2012","Italy","Age reached during the year","45 years","Number","Females","2,719",""
"2012","Italy","Age reached during the year","46 years","Number","Total","3,801",""
"2012","Italy","Age reached during the year","46 years","Number","Males","1,634",""
"2012","Italy","Age reached during the year","46 years","Number","Females","2,167",""
"2012","Italy","Age reached during the year","47 years","Number","Total","3,508",""
"2012","Italy","Age reached during the year","47 years","Number","Males","1,453",""
"2012","Italy","Age reached during the year","47 years","Number","Females","2,055",""
"2012","Italy","Age reached during the year","48 years","Number","Total","3,433",""
"2012","Italy","Age reached during the year","48 years","Number","Males","1,287",""
"2012","Italy","Age reached during the year","48 years","Number","Females","2,146",""
"2012","Italy","Age reached during the year","49 years","Number","Total","3,228",""
"2012","Italy","Age reached during the year","49 years","Number","Males","1,198",""
"2012","Italy","Age reached during the year","49 years","Number","Females","2,030",""
"2012","Italy","Age reached during the year","50 years","Number","Total","3,070",""
"2012","Italy","Age reached during the year","50 years","Number","Males","1,069",""
"2012","Italy","Age reached during the year","50 years","Number","Females","2,001",""
"2012","Italy","Age reached during the year","51 years","Number","Total","2,959",""
"2012","Italy","Age reached during the year","51 years","Number","Males","1,016",""
"2012","Italy","Age reached during the year","51 years","Number","Females","1,943",""
"2012","Italy","Age reached during the year","52 years","Number","Total","2,944",""
"2012","Italy","Age reached during the year","52 years","Number","Males","921",""
"2012","Italy","Age reached during the year","52 years","Number","Females","2,023",""
"2012","Italy","Age reached during the year","53 years","Number","Total","2,671",""
"2012","Italy","Age reached during the year","53 years","Number","Males","839",""
"2012","Italy","Age reached during the year","53 years","Number","Females","1,832",""
"2012","Italy","Age reached during the year","54 years","Number","Total","2,601",""
"2012","Italy","Age reached during the year","54 years","Number","Males","761",""
"2012","Italy","Age reached during the year","54 years","Number","Females","1,840",""
"2012","Italy","Age reached during the year","55 years","Number","Total","2,457",""
"2012","Italy","Age reached during the year","55 years","Number","Males","661",""
"2012","Italy","Age reached during the year","55 years","Number","Females","1,796",""
"2012","Italy","Age reached during the year","56 years","Number","Total","2,197",""
"2012","Italy","Age reached during the year","56 years","Number","Males","624",""
"2012","Italy","Age reached during the year","56 years","Number","Females","1,573",""
"2012","Italy","Age reached during the year","57 years","Number","Total","2,115",""
"2012","Italy","Age reached during the year","57 years","Number","Males","601",""
"2012","Italy","Age reached during the year","57 years","Number","Females","1,514",""
"2012","Italy","Age reached during the year","58 years","Number","Total","1,894",""
"2012","Italy","Age reached during the year","58 years","Number","Males","541",""
"2012","Italy","Age reached during the year","58 years","Number","Females","1,353",""
"2012","Italy","Age reached during the year","59 years","Number","Total","1,687",""
"2012","Italy","Age reached during the year","59 years","Number","Males","467",""
"2012","Italy","Age reached during the year","59 years","Number","Females","1,220",""
"2012","Italy","Age reached during the year","60 years","Number","Total","1,643",""
"2012","Italy","Age reached during the year","60 years","Number","Males","499",""
"2012","Italy","Age reached during the year","60 years","Number","Females","1,144",""
"2012","Italy","Age reached during the year","61 years","Number","Total","1,459",""
"2012","Italy","Age reached during the year","61 years","Number","Males","464",""
"2012","Italy","Age reached during the year","61 years","Number","Females","995",""
"2012","Italy","Age reached during the year","62 years","Number","Total","1,438",""
"2012","Italy","Age reached during the year","62 years","Number","Males","503",""
"2012","Italy","Age reached during the year","62 years","Number","Females","935",""
"2012","Italy","Age reached during the year","63 years","Number","Total","1,416",""
"2012","Italy","Age reached during the year","63 years","Number","Males","542",""
"2012","Italy","Age reached during the year","63 years","Number","Females","874",""
"2012","Italy","Age reached during the year","64 years","Number","Total","1,281",""
"2012","Italy","Age reached during the year","64 years","Number","Males","469",""
"2012","Italy","Age reached during the year","64 years","Number","Females","812",""
"2012","Italy","Age reached during the year","65 years","Number","Total","1,294",""
"2012","Italy","Age reached during the year","65 years","Number","Males","568",""
"2012","Italy","Age reached during the year","65 years","Number","Females","726",""
"2012","Italy","Age reached during the year","66 years","Number","Total","1,116",""
"2012","Italy","Age reached during the year","66 years","Number","Males","520",""
"2012","Italy","Age reached during the year","66 years","Number","Females","596",""
"2012","Italy","Age reached during the year","67 years","Number","Total","790",""
"2012","Italy","Age reached during the year","67 years","Number","Males","319",""
"2012","Italy","Age reached during the year","67 years","Number","Females","471",""
"2012","Italy","Age reached during the year","68 years","Number","Total","706",""
"2012","Italy","Age reached during the year","68 years","Number","Males","306",""
"2012","Italy","Age reached during the year","68 years","Number","Females","400",""
"2012","Italy","Age reached during the year","69 years","Number","Total","691",""
"2012","Italy","Age reached during the year","69 years","Number","Males","315",""
"2012","Italy","Age reached during the year","69 years","Number","Females","376",""
"2012","Italy","Age reached during the year","70 years","Number","Total","638",""
"2012","Italy","Age reached during the year","70 years","Number","Males","284",""
"2012","Italy","Age reached during the year","70 years","Number","Females","354",""
"2012","Italy","Age reached during the year","71 years","Number","Total","514",""
"2012","Italy","Age reached during the year","71 years","Number","Males","241",""
"2012","Italy","Age reached during the year","71 years","Number","Females","273",""
"2012","Italy","Age reached during the year","72 years","Number","Total","595",""
"2012","Italy","Age reached during the year","72 years","Number","Males","279",""
"2012","Italy","Age reached during the year","72 years","Number","Females","316",""
"2012","Italy","Age reached during the year","73 years","Number","Total","490",""
"2012","Italy","Age reached during the year","73 years","Number","Males","228",""
"2012","Italy","Age reached during the year","73 years","Number","Females","262",""
"2012","Italy","Age reached during the year","74 years","Number","Total","455",""
"2012","Italy","Age reached during the year","74 years","Number","Males","209",""
"2012","Italy","Age reached during the year","74 years","Number","Females","246",""
"2012","Italy","Age reached during the year","75 years","Number","Total","435",""
"2012","Italy","Age reached during the year","75 years","Number","Males","184",""
"2012","Italy","Age reached during the year","75 years","Number","Females","251",""
"2012","Italy","Age reached during the year","76 years","Number","Total","386",""
"2012","Italy","Age reached during the year","76 years","Number","Males","155",""
"2012","Italy","Age reached during the year","76 years","Number","Females","231",""
"2012","Italy","Age reached during the year","77 years","Number","Total","361",""
"2012","Italy","Age reached during the year","77 years","Number","Males","140",""
"2012","Italy","Age reached during the year","77 years","Number","Females","221",""
"2012","Italy","Age reached during the year","78 years","Number","Total","275",""
"2012","Italy","Age reached during the year","78 years","Number","Males","124",""
"2012","Italy","Age reached during the year","78 years","Number","Females","151",""
"2012","Italy","Age reached during the year","79 years","Number","Total","239",""
"2012","Italy","Age reached during the year","79 years","Number","Males","101",""
"2012","Italy","Age reached during the year","79 years","Number","Females","138",""
"2012","Italy","Age reached during the year","80 years","Number","Total","199",""
"2012","Italy","Age reached during the year","80 years","Number","Males","97",""
"2012","Italy","Age reached during the year","80 years","Number","Females","102",""
"2012","Italy","Age reached during the year","81 years","Number","Total","162",""
"2012","Italy","Age reached during the year","81 years","Number","Males","77",""
"2012","Italy","Age reached during the year","81 years","Number","Females","85",""
"2012","Italy","Age reached during the year","82 years","Number","Total","174",""
"2012","Italy","Age reached during the year","82 years","Number","Males","70",""
"2012","Italy","Age reached during the year","82 years","Number","Females","104",""
"2012","Italy","Age reached during the year","83 years","Number","Total","146",""
"2012","Italy","Age reached during the year","83 years","Number","Males","69",""
"2012","Italy","Age reached during the year","83 years","Number","Females","77",""
"2012","Italy","Age reached during the year","84 years","Number","Total","135",""
"2012","Italy","Age reached during the year","84 years","Number","Males","55",""
"2012","Italy","Age reached during the year","84 years","Number","Females","80",""
"2012","Italy","Age reached during the year","85 years","Number","Total","114",""
"2012","Italy","Age reached during the year","85 years","Number","Males","44",""
"2012","Italy","Age reached during the year","85 years","Number","Females","70",""
"2012","Italy","Age reached during the year","86 years","Number","Total","95",""
"2012","Italy","Age reached during the year","86 years","Number","Males","37",""
"2012","Italy","Age reached during the year","86 years","Number","Females","58",""
"2012","Italy","Age reached during the year","87 years","Number","Total","98",""
"2012","Italy","Age reached during the year","87 years","Number","Males","27",""
"2012","Italy","Age reached during the year","87 years","Number","Females","71",""
"2012","Italy","Age reached during the year","88 years","Number","Total","60",""
"2012","Italy","Age reached during the year","88 years","Number","Males","24",""
"2012","Italy","Age reached during the year","88 years","Number","Females","36",""
"2012","Italy","Age reached during the year","89 years","Number","Total","50",""
"2012","Italy","Age reached during the year","89 years","Number","Males","21",""
"2012","Italy","Age reached during the year","89 years","Number","Females","29",""
"2012","Italy","Age reached during the year","90 years","Number","Total","55",""
"2012","Italy","Age reached during the year","90 years","Number","Males","15",""
"2012","Italy","Age reached during the year","90 years","Number","Females","40",""
"2012","Italy","Age reached during the year","91 years","Number","Total","37",""
"2012","Italy","Age reached during the year","91 years","Number","Males","14",""
"2012","Italy","Age reached during the year","91 years","Number","Females","23",""
"2012","Italy","Age reached during the year","92 years","Number","Total","41",""
"2012","Italy","Age reached during the year","92 years","Number","Males","14",""
"2012","Italy","Age reached during the year","92 years","Number","Females","27",""
"2012","Italy","Age reached during the year","93 years","Number","Total","17",""
"2012","Italy","Age reached during the year","93 years","Number","Males","3",""
"2012","Italy","Age reached during the year","93 years","Number","Females","14",""
"2012","Italy","Age reached during the year","94 years","Number","Total","15",""
"2012","Italy","Age reached during the year","94 years","Number","Males","2",""
"2012","Italy","Age reached during the year","94 years","Number","Females","13",""
"2012","Italy","Age reached during the year","95 years","Number","Total","11",""
"2012","Italy","Age reached during the year","95 years","Number","Males","2",""
"2012","Italy","Age reached during the year","95 years","Number","Females","9",""
"2012","Italy","Age reached during the year","96 years","Number","Total","7",""
"2012","Italy","Age reached during the year","96 years","Number","Males","3",""
"2012","Italy","Age reached during the year","96 years","Number","Females","4",""
"2012","Italy","Age reached during the year","97 years","Number","Total","3",""
"2012","Italy","Age reached during the year","97 years","Number","Males","2",""
"2012","Italy","Age reached during the year","97 years","Number","Females","1",""
"2012","Italy","Age reached during the year","98 years","Number","Total","4",""
"2012","Italy","Age reached during the year","98 years","Number","Males","3",""
"2012","Italy","Age reached during the year","98 years","Number","Females","1",""
"2012","Italy","Age reached during the year","99 years","Number","Total","2",""
"2012","Italy","Age reached during the year","99 years","Number","Males","0",""
"2012","Italy","Age reached during the year","99 years","Number","Females","2",""
"2012","Italy","Age reached during the year","100 years or over","Number","Total","0",""
"2012","Italy","Age reached during the year","100 years or over","Number","Males","0",""
"2012","Italy","Age reached during the year","100 years or over","Number","Females","0",""
"2012","Italy","Age reached during the year","Unknown","Number","Total","0",""
"2012","Italy","Age reached during the year","Unknown","Number","Males","0",""
"2012","Italy","Age reached during the year","Unknown","Number","Females","0",""
"2013","Italy","Age reached during the year","Total","Number","Total","307,454",""
"2013","Italy","Age reached during the year","Total","Number","Males","148,112",""
"2013","Italy","Age reached during the year","Total","Number","Females","159,342",""
"2013","Italy","Age reached during the year","Less than 1 year","Number","Total","1,004",""
"2013","Italy","Age reached during the year","Less than 1 year","Number","Males","525",""
"2013","Italy","Age reached during the year","Less than 1 year","Number","Females","479",""
"2013","Italy","Age reached during the year","1 year","Number","Total","3,063",""
"2013","Italy","Age reached during the year","1 year","Number","Males","1,549",""
"2013","Italy","Age reached during the year","1 year","Number","Females","1,514",""
"2013","Italy","Age reached during the year","2 years","Number","Total","3,176",""
"2013","Italy","Age reached during the year","2 years","Number","Males","1,651",""
"2013","Italy","Age reached during the year","2 years","Number","Females","1,525",""
"2013","Italy","Age reached during the year","3 years","Number","Total","3,058",""
"2013","Italy","Age reached during the year","3 years","Number","Males","1,602",""
